LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DOB,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP
WHL,9001/joffrey-lupul,F,2003,19.977778,50,41,37,78,1.560000,3,3,191,0,1,1983-09-23,DY+1,R,Yes,0.599144,701
USHL,90010/taylor-richart,D,2012,20.583333,60,7,9,16,0.266667,1,1,60,1,0,1992-02-15,DY+2,R,No,0.000000,0
QMJHL,9007/viktor-hertzberg,F,2010,19.394444,67,23,33,56,0.835821,1,1,67,0,0,1991-04-23,DY+1,L,No,0.000000,0
QMJHL,9007/viktor-hertzberg,F,2011,20.394444,48,24,32,56,1.166667,2,2,115,0,0,1991-04-23,DY+2,L,No,0.000000,0
QMJHL,9007/viktor-hertzberg,F,2012,21.394444,2,1,0,1,0.500000,3,0,117,0,0,1991-04-23,DY+3,L,No,0.000000,0
USHL,90076/jordan-nelson,F,2012,20.413889,53,7,11,18,0.339623,1,1,53,0,0,1992-04-16,DY+2,L,No,0.000000,0
USHL,90076/jordan-nelson,F,2013,21.413889,56,17,16,33,0.589286,2,2,109,0,0,1992-04-16,DY+3,L,No,0.000000,0
USHL,9008/ludwig-karlsson,F,2010,19.691667,58,8,21,29,0.500000,1,1,58,0,0,1991-01-06,DY+1,L,No,0.000000,0
USHL,9008/ludwig-karlsson,F,2011,20.691667,56,13,25,38,0.678571,2,2,114,0,0,1991-01-06,DY+2,L,No,0.000000,0
USHL,90101/paul-ladue,D,2012,20.025000,56,9,25,34,0.607143,1,1,56,0,0,1992-09-06,DY+2,R,Yes,0.253731,67
USHL,90101/paul-ladue,D,2013,21.025000,62,12,37,49,0.790323,2,2,118,0,0,1992-09-06,DY+3,R,Yes,0.253731,67
USHL,90116/dan-sherer,F,2012,20.675000,44,3,7,10,0.227273,1,1,44,1,0,1992-01-12,DY+2,L,No,0.000000,0
WHL,9012/duncan-keith,D,2003,20.163889,37,11,35,46,1.243243,1,1,37,1,0,1983-07-16,DY+2,L,Yes,0.541318,1077
OHL,9013/chris-kelly,F,1998,17.844444,54,15,14,29,0.537037,1,1,54,0,1,1980-11-11,DY-1,L,Yes,0.344379,845
OHL,9013/chris-kelly,F,1999,18.844444,68,36,41,77,1.132353,2,2,122,0,1,1980-11-11,DY,L,Yes,0.344379,845
OHL,9013/chris-kelly,F,2000,19.844444,63,29,43,72,1.142857,3,3,185,0,1,1980-11-11,DY+1,L,Yes,0.344379,845
OHL,9013/chris-kelly,F,2001,20.844444,50,26,50,76,1.520000,4,4,235,0,1,1980-11-11,DY+2,L,Yes,0.344379,845
USHL,9014/ryan-kesler,F,2002,18.041667,13,5,5,10,0.769231,1,0,13,1,0,1984-08-31,DY,R,Yes,0.572428,1001
USHL,90179/sean-murphy,F,2013,21.441667,17,2,2,4,0.235294,1,0,17,1,0,1992-04-06,DY+3,R,No,0.000000,0
WHL,9018/chuck-kobasew,F,2002,20.411111,55,41,21,62,1.127273,1,1,55,1,0,1982-04-17,DY+2,R,Yes,0.349418,601
USHL,90188/john-siemer,F,2011,19.625000,33,9,4,13,0.393939,1,1,33,1,0,1992-01-31,DY+1,R,No,0.000000,0
USHL,9019/mike-komisarek,D,2000,18.655556,51,5,8,13,0.254902,1,1,51,1,0,1982-01-19,DY,R,Yes,0.147005,551
USHL,90247/justin-hussar,F,2012,19.955556,59,14,15,29,0.491525,1,1,59,1,0,1992-10-01,DY+1,L,No,0.000000,0
WHL,9025/barret-jackman,D,1998,17.527778,68,2,11,13,0.191176,1,1,68,0,1,1981-03-05,DY-1,L,Yes,0.212329,876
WHL,9025/barret-jackman,D,1999,18.527778,70,8,36,44,0.628571,2,2,138,0,1,1981-03-05,DY,L,Yes,0.212329,876
WHL,9025/barret-jackman,D,2000,19.527778,53,9,37,46,0.867925,3,3,191,0,1,1981-03-05,DY+1,L,Yes,0.212329,876
WHL,9025/barret-jackman,D,2001,20.527778,43,9,27,36,0.837209,4,4,234,0,1,1981-03-05,DY+2,L,Yes,0.212329,876
QMJHL,9026/jean-francois-jacques,F,2002,17.377778,66,10,14,24,0.363636,1,1,66,0,1,1985-04-29,DY-1,L,Yes,0.102410,166
QMJHL,9026/jean-francois-jacques,F,2003,18.377778,67,17,12,33,0.492537,2,2,133,0,1,1985-04-29,DY,L,Yes,0.102410,166
QMJHL,9026/jean-francois-jacques,F,2004,19.377778,59,20,24,44,0.745763,3,3,192,0,1,1985-04-29,DY+1,L,Yes,0.102410,166
QMJHL,9026/jean-francois-jacques,F,2005,20.377778,69,36,42,78,1.130435,4,4,261,0,1,1985-04-29,DY+2,L,Yes,0.102410,166
OHL,9028/cam-janssen,F,2002,18.416667,64,5,17,22,0.343750,1,1,64,0,1,1984-04-15,DY,R,Yes,0.041667,336
OHL,9028/cam-janssen,F,2003,19.416667,50,1,12,13,0.260000,2,2,114,0,1,1984-04-15,DY+1,R,Yes,0.041667,336
OHL,9028/cam-janssen,F,2004,20.416667,64,11,13,24,0.375000,3,3,178,0,1,1984-04-15,DY+2,R,Yes,0.041667,336
USHL,90282/gunnar-hughes,F,2011,18.980556,57,15,11,26,0.456140,1,1,57,1,0,1992-09-22,DY,L,No,0.000000,0
USHL,90284/james-hansen,D,2011,20.016667,47,1,7,8,0.170213,1,1,47,0,0,1991-09-09,DY+2,L,No,0.000000,0
USHL,90284/james-hansen,D,2012,21.016667,60,3,11,14,0.233333,2,2,107,0,0,1991-09-09,DY+3,L,No,0.000000,0
OHL,9029/jason-jaspers,F,1999,18.436111,68,28,33,61,0.897059,1,1,68,0,1,1981-04-08,DY,L,Yes,0.111111,9
OHL,9029/jason-jaspers,F,2000,19.436111,68,46,61,107,1.573529,2,2,136,0,1,1981-04-08,DY+1,L,Yes,0.111111,9
OHL,9029/jason-jaspers,F,2001,20.436111,63,42,42,84,1.333333,3,3,199,0,1,1981-04-08,DY+2,L,Yes,0.111111,9
USHL,90302/ian-mccoshen,D,2011,16.111111,42,0,6,6,0.142857,1,1,42,0,1,1995-08-05,DY-2,L,Yes,0.116667,60
USHL,90302/ian-mccoshen,D,2012,17.111111,55,8,12,20,0.363636,2,2,97,0,1,1995-08-05,DY-1,L,Yes,0.116667,60
USHL,90302/ian-mccoshen,D,2013,18.111111,53,11,33,44,0.830189,3,3,150,0,1,1995-08-05,DY,L,Yes,0.116667,60
USHL,90304/max-edson,F,2011,19.616667,54,10,9,19,0.351852,1,1,54,0,0,1992-02-03,DY+1,L,No,0.000000,0
USHL,90304/max-edson,F,2012,20.616667,33,6,9,15,0.454545,2,2,87,0,0,1992-02-03,DY+2,L,No,0.000000,0
USHL,90306/daniel-mcnamara,F,2011,18.922222,43,4,1,5,0.116279,1,1,43,0,0,1992-10-13,DY,-,No,0.000000,0
USHL,90306/daniel-mcnamara,F,2013,20.922222,30,2,4,6,0.200000,2,2,73,0,0,1992-10-13,DY+2,-,No,0.000000,0
USHL,90311/connor-kucera,D,2011,20.294444,53,2,5,7,0.132075,1,1,53,1,0,1991-05-29,DY+2,L,No,0.000000,0
USHL,90312/logan-nelson,F,2011,18.016667,41,6,3,9,0.219512,1,1,41,0,1,1993-09-09,DY,R,Yes,0.000000,0
WHL,90312/logan-nelson,F,2012,19.016667,71,23,39,62,0.873239,2,2,112,0,1,1993-09-09,DY+1,R,Yes,0.000000,0
WHL,90312/logan-nelson,F,2013,20.016667,49,14,29,43,0.877551,3,3,161,0,1,1993-09-09,DY+2,R,Yes,0.000000,0
WHL,90312/logan-nelson,F,2014,21.016667,59,23,31,54,0.915254,4,4,220,0,1,1993-09-09,DY+3,R,Yes,0.000000,0
USHL,90315/justin-selman,F,2011,17.952778,52,8,14,22,0.423077,1,1,52,0,0,1993-10-02,DY-1,L,No,0.000000,0
USHL,90315/justin-selman,F,2012,18.952778,59,11,23,34,0.576271,2,2,111,0,0,1993-10-02,DY,L,No,0.000000,0
USHL,90316/j.d.-peterson,D,2011,19.925000,46,0,4,4,0.086957,1,1,46,0,0,1991-10-12,DY+1,R,No,0.000000,0
USHL,90316/j.d.-peterson,D,2012,20.925000,55,2,12,14,0.254545,2,2,101,0,0,1991-10-12,DY+2,R,No,0.000000,0
USHL,90317/andrew-miller,F,2011,20.241667,45,5,6,11,0.244444,1,1,45,0,0,1991-06-18,DY+2,R,No,0.000000,0
USHL,90317/andrew-miller,F,2012,21.241667,60,24,19,43,0.716667,2,2,105,0,0,1991-06-18,DY+3,R,No,0.000000,0
USHL,90321/dan-desalvo,F,2011,19.525000,58,14,28,42,0.724138,1,1,58,1,0,1992-03-06,DY+1,R,No,0.000000,0
USHL,90323/ethan-prow,D,2011,18.827778,59,8,14,22,0.372881,1,1,59,0,0,1992-11-17,DY,R,No,0.000000,0
USHL,90323/ethan-prow,D,2012,19.827778,56,2,22,24,0.428571,2,2,115,0,0,1992-11-17,DY+1,R,No,0.000000,0
USHL,90344/thomas-di-pauli,F,2011,17.377778,32,4,11,15,0.468750,1,1,32,0,0,1994-04-29,DY-1,L,Yes,0.000000,0
USHL,90344/thomas-di-pauli,F,2012,18.377778,21,6,5,11,0.523810,2,2,53,0,0,1994-04-29,DY,L,Yes,0.000000,0
USHL,90345/ryan-hartman,F,2011,16.986111,35,12,8,20,0.571429,1,1,35,0,1,1994-09-20,DY-2,R,Yes,0.363265,245
USHL,90345/ryan-hartman,F,2012,17.986111,24,7,9,16,0.666667,2,2,59,0,1,1994-09-20,DY-1,R,Yes,0.363265,245
OHL,90345/ryan-hartman,F,2013,18.986111,56,23,37,60,1.071429,3,3,115,0,1,1994-09-20,DY,R,Yes,0.363265,245
OHL,90345/ryan-hartman,F,2014,19.986111,52,25,28,53,1.019231,4,4,167,0,1,1994-09-20,DY+1,R,Yes,0.363265,245
USHL,90346/quentin-shore,F,2011,17.305556,33,3,6,9,0.272727,1,1,33,0,0,1994-05-25,DY-1,R,Yes,0.000000,0
USHL,90346/quentin-shore,F,2012,18.305556,24,8,2,10,0.416667,2,2,57,0,0,1994-05-25,DY,R,Yes,0.000000,0
USHL,90347/nic-kerdiles,F,2011,17.677778,32,12,8,20,0.625000,1,1,32,0,0,1994-01-11,DY-1,L,Yes,0.000000,3
USHL,90347/nic-kerdiles,F,2012,18.677778,18,4,9,13,0.722222,2,0,50,0,0,1994-01-11,DY,L,Yes,0.000000,3
USHL,90348/connor-carrick,D,2011,17.422222,36,1,6,7,0.194444,1,1,36,0,1,1994-04-13,DY-1,R,Yes,0.203980,201
USHL,90348/connor-carrick,D,2012,18.422222,21,1,4,5,0.238095,2,2,57,0,1,1994-04-13,DY,R,Yes,0.203980,201
OHL,90348/connor-carrick,D,2013,19.422222,68,12,32,44,0.647059,3,3,125,0,1,1994-04-13,DY+1,R,Yes,0.203980,201
USHL,90349/jacob-trouba,D,2011,17.552778,31,3,4,7,0.225806,1,1,31,0,0,1994-02-26,DY-1,R,Yes,0.438725,408
USHL,90349/jacob-trouba,D,2012,18.552778,22,4,14,18,0.818182,2,2,53,0,0,1994-02-26,DY,R,Yes,0.438725,408
USHL,90350/matt-grzelcyk,D,2011,17.694444,36,1,9,10,0.277778,1,1,36,0,0,1994-01-05,DY-1,L,Yes,0.255814,129
USHL,90350/matt-grzelcyk,D,2012,18.694444,24,1,10,11,0.458333,2,2,60,0,0,1994-01-05,DY,L,Yes,0.255814,129
USHL,90351/matt-lane,F,2011,17.500000,37,4,10,14,0.378378,1,1,37,0,0,1994-03-15,DY-1,L,No,0.000000,0
USHL,90351/matt-lane,F,2012,18.500000,24,5,6,11,0.458333,2,2,61,0,0,1994-03-15,DY,L,No,0.000000,0
USHL,90352/brady-skjei,D,2011,17.469444,36,1,5,6,0.166667,1,1,36,0,0,1994-03-26,DY-1,L,Yes,0.360324,247
USHL,90352/brady-skjei,D,2012,18.469444,24,3,9,12,0.500000,2,2,60,0,0,1994-03-26,DY,L,Yes,0.360324,247
USHL,90353/cam-darcy,F,2011,17.536111,37,9,4,13,0.351351,1,1,37,0,1,1994-03-02,DY-1,R,Yes,0.000000,0
USHL,90353/cam-darcy,F,2012,18.536111,24,4,2,6,0.250000,2,2,61,0,1,1994-03-02,DY,R,Yes,0.000000,0
USHL,90353/cam-darcy,F,2013,19.536111,45,12,19,31,0.688889,3,3,106,0,1,1994-03-02,DY+1,R,Yes,0.000000,0
QMJHL,90353/cam-darcy,F,2014,20.536111,65,35,47,82,1.261538,4,4,171,0,1,1994-03-02,DY+2,R,Yes,0.000000,0
QMJHL,90353/cam-darcy,F,2015,21.536111,56,21,38,59,1.053571,5,5,227,0,1,1994-03-02,DY+3,R,Yes,0.000000,0
USHL,90354/gavin-stoick,D,2011,17.202778,36,0,2,2,0.055556,1,1,36,0,1,1994-07-02,DY-1,R,No,0.000000,0
USHL,90354/gavin-stoick,D,2012,18.202778,32,2,4,6,0.187500,2,2,68,0,1,1994-07-02,DY,R,No,0.000000,0
USHL,90354/gavin-stoick,D,2014,20.202778,46,5,5,10,0.217391,3,3,114,0,1,1994-07-02,DY+2,R,No,0.000000,0
USHL,90355/seth-jones,D,2011,16.950000,28,1,13,14,0.500000,1,1,28,0,1,1994-10-03,DY-2,R,Yes,0.487179,468
USHL,90355/seth-jones,D,2012,17.950000,20,4,8,12,0.600000,2,2,48,0,1,1994-10-03,DY-1,R,Yes,0.487179,468
WHL,90355/seth-jones,D,2013,18.950000,61,14,42,56,0.918033,3,3,109,0,1,1994-10-03,DY,R,Yes,0.487179,468
USHL,90356/miles-koules,F,2011,17.222222,26,3,4,7,0.269231,1,1,26,0,1,1994-06-25,DY-1,R,No,0.000000,0
USHL,90356/miles-koules,F,2012,18.222222,28,6,9,15,0.535714,2,2,54,0,1,1994-06-25,DY,R,No,0.000000,0
WHL,90356/miles-koules,F,2013,19.222222,69,19,21,40,0.579710,3,3,123,0,1,1994-06-25,DY+1,R,No,0.000000,0
WHL,90356/miles-koules,F,2014,20.222222,70,25,26,51,0.728571,4,4,193,0,1,1994-06-25,DY+2,R,No,0.000000,0
WHL,90356/miles-koules,F,2015,21.222222,69,27,32,59,0.855072,5,5,262,0,1,1994-06-25,DY+3,R,No,0.000000,0
USHL,90358/lance-fredrickson,F,2011,19.122222,16,0,4,4,0.250000,1,0,16,0,0,1992-08-01,DY+1,L,No,0.000000,0
USHL,90358/lance-fredrickson,F,2012,20.122222,16,1,0,1,0.062500,2,0,32,0,0,1992-08-01,DY+2,L,No,0.000000,0
USHL,90359/adam-erne,F,2011,16.402778,45,10,8,18,0.400000,1,1,45,0,1,1995-04-20,DY-2,L,Yes,0.236842,114
QMJHL,90359/adam-erne,F,2012,17.402778,64,28,27,55,0.859375,2,2,109,0,1,1995-04-20,DY-1,L,Yes,0.236842,114
QMJHL,90359/adam-erne,F,2013,18.402778,68,28,44,72,1.058824,3,3,177,0,1,1995-04-20,DY,L,Yes,0.236842,114
QMJHL,90359/adam-erne,F,2014,19.402778,48,21,41,62,1.291667,4,4,225,0,1,1995-04-20,DY+1,L,Yes,0.236842,114
QMJHL,90359/adam-erne,F,2015,20.402778,60,41,45,86,1.433333,5,5,285,0,1,1995-04-20,DY+2,L,Yes,0.236842,114
USHL,90361/greg-johnson,D,2012,20.111111,16,0,1,1,0.062500,1,0,16,1,0,1992-08-05,DY+2,-,No,0.000000,0
USHL,90362/nick-gordon,F,2011,20.741667,21,2,4,6,0.285714,1,1,21,1,0,1990-12-18,DY+2,-,No,0.000000,0
USHL,90363/larry-smith,D,2011,18.613889,42,1,5,6,0.142857,1,1,42,1,0,1993-02-04,DY,L,No,0.000000,0
USHL,90364/maxim-gaudreault,F,2011,19.163889,45,6,8,14,0.311111,1,1,45,0,0,1992-07-16,DY+1,L,No,0.000000,0
USHL,90364/maxim-gaudreault,F,2012,20.163889,60,15,16,31,0.516667,2,2,105,0,0,1992-07-16,DY+2,L,No,0.000000,0
USHL,90365/max-mccormick,F,2011,19.372222,55,21,21,42,0.763636,1,1,55,1,0,1992-05-01,DY+1,L,Yes,0.140845,71
USHL,90366/tim-o-brien,F,2011,19.044444,45,13,14,27,0.600000,1,1,45,0,0,1992-08-29,DY+1,R,No,0.000000,0
USHL,90366/tim-o-brien,F,2012,20.044444,47,12,8,20,0.425532,2,2,92,0,0,1992-08-29,DY+2,R,No,0.000000,0
USHL,90367/brett-patterson,F,2011,19.275000,53,8,14,22,0.415094,1,1,53,0,0,1992-06-06,DY+1,L,No,0.000000,0
USHL,90367/brett-patterson,F,2012,20.275000,36,6,21,27,0.750000,2,2,89,0,0,1992-06-06,DY+2,L,No,0.000000,0
USHL,90368/noah-nelson,F,2011,19.430556,23,3,5,8,0.347826,1,1,23,0,0,1992-04-10,DY+1,-,No,0.000000,0
USHL,90368/noah-nelson,F,2012,20.430556,40,6,7,13,0.325000,2,2,63,0,0,1992-04-10,DY+2,-,No,0.000000,0
USHL,90369/mike-williams,F,2011,19.744444,12,0,1,1,0.083333,1,0,12,1,0,1991-12-17,DY+1,-,No,0.000000,0
USHL,9038/david-hale,D,1999,18.241667,56,3,15,18,0.321429,1,1,56,0,0,1981-06-18,DY,L,Yes,0.088685,327
USHL,9038/david-hale,D,2000,19.241667,54,6,18,24,0.444444,2,2,110,0,0,1981-06-18,DY+1,L,Yes,0.088685,327
WHL,9040/dan-hamhuis,D,1999,16.755556,56,1,3,4,0.070000,1,1,56,0,1,1982-12-13,DY-2,L,Yes,0.319853,1088
WHL,9040/dan-hamhuis,D,2000,17.755556,70,10,23,33,0.471429,2,2,126,0,1,1982-12-13,DY-1,L,Yes,0.319853,1088
WHL,9040/dan-hamhuis,D,2001,18.755556,62,13,46,59,0.951613,3,3,188,0,1,1982-12-13,DY,L,Yes,0.319853,1088
WHL,9040/dan-hamhuis,D,2002,19.755556,59,10,50,60,1.016949,4,4,247,0,1,1982-12-13,DY+1,L,Yes,0.319853,1088
USHL,9042/chris-harrington,D,2001,19.355556,50,7,11,18,0.360000,1,1,50,0,0,1982-05-07,DY+1,R,No,0.000000,0
USHL,9042/chris-harrington,D,2002,20.355556,57,9,33,42,0.736842,2,2,107,0,0,1982-05-07,DY+2,R,No,0.000000,0
WHL,9055/ryan-hollweg,F,2000,17.394444,54,19,27,46,0.851852,1,1,54,0,1,1983-04-23,DY-1,L,Yes,0.061404,228
WHL,9055/ryan-hollweg,F,2001,18.394444,65,19,39,58,0.892308,2,2,119,0,1,1983-04-23,DY,L,Yes,0.061404,228
WHL,9055/ryan-hollweg,F,2002,19.394444,58,30,40,70,1.206897,3,3,177,0,1,1983-04-23,DY+1,L,Yes,0.061404,228
WHL,9055/ryan-hollweg,F,2003,20.394444,4,1,1,2,0.500000,4,0,181,0,1,1983-04-23,DY+2,L,Yes,0.061404,228
WHL,9055/ryan-hollweg,F,2004,21.394444,52,25,32,57,1.096154,5,4,233,0,1,1983-04-23,DY+3,L,Yes,0.061404,228
WHL,9056/darcy-hordichuk,F,1999,19.097222,66,3,2,5,0.080000,1,1,66,0,0,1980-08-10,DY+1,L,Yes,0.075646,542
WHL,9056/darcy-hordichuk,F,2000,20.097222,63,6,8,14,0.222222,2,2,129,0,0,1980-08-10,DY+2,L,Yes,0.075646,542
USHL,90607/tomas-pastor,D,2011,19.025000,36,0,8,8,0.222222,1,1,36,1,0,1992-09-06,DY+1,L,No,0.000000,0
USHL,9062/andrew-alberts,D,2000,19.208333,49,2,2,4,0.081633,1,1,49,0,0,1981-06-30,DY+1,L,Yes,0.119826,459
USHL,9062/andrew-alberts,D,2001,20.208333,54,4,10,14,0.259259,2,2,103,0,0,1981-06-30,DY+2,L,Yes,0.119826,459
WHL,9067/colby-armstrong,F,2000,17.811111,68,13,25,38,0.558824,1,1,68,0,1,1982-11-23,DY-1,R,Yes,0.439076,476
WHL,9067/colby-armstrong,F,2001,18.811111,72,36,42,78,1.083333,2,2,140,0,1,1982-11-23,DY,R,Yes,0.439076,476
WHL,9067/colby-armstrong,F,2002,19.811111,64,27,41,68,1.062500,3,3,204,0,1,1982-11-23,DY+1,R,Yes,0.439076,476
USHL,9072/keith-ballard,D,2000,17.802778,64,13,22,35,0.546875,1,1,64,0,0,1982-11-26,DY-1,L,Yes,0.289256,605
USHL,9072/keith-ballard,D,2001,18.802778,56,22,29,51,0.910714,2,2,120,0,0,1982-11-26,DY,L,Yes,0.289256,605
USHL,90784/brandon-kirk,D,2012,19.808333,53,2,10,12,0.226415,1,1,53,0,0,1992-11-24,DY+1,L,No,0.000000,0
USHL,90784/brandon-kirk,D,2013,20.808333,41,4,9,13,0.317073,2,2,94,0,0,1992-11-24,DY+2,L,No,0.000000,0
QMJHL,9079/patrice-bergeron,F,2002,17.141667,4,0,1,1,0.250000,1,0,4,0,0,1985-07-24,DY-1,R,Yes,0.790856,1028
QMJHL,9079/patrice-bergeron,F,2003,18.141667,70,23,50,73,1.042857,2,1,74,0,0,1985-07-24,DY,R,Yes,0.790856,1028
QMJHL,9080/steve-bernier,F,2002,17.458333,66,31,28,59,0.893939,1,1,66,0,1,1985-03-31,DY-1,R,Yes,0.361068,637
QMJHL,9080/steve-bernier,F,2003,18.458333,71,49,52,101,1.422535,2,2,137,0,1,1985-03-31,DY,R,Yes,0.361068,637
QMJHL,9080/steve-bernier,F,2004,19.458333,66,36,46,82,1.242424,3,3,203,0,1,1985-03-31,DY+1,R,Yes,0.361068,637
QMJHL,9080/steve-bernier,F,2005,20.458333,68,35,36,71,1.044118,4,4,271,0,1,1985-03-31,DY+2,R,Yes,0.361068,637
USHL,90801/david-goodwin,F,2011,19.550000,57,9,17,26,0.456140,1,1,57,0,1,1992-02-27,DY+1,L,No,0.000000,0
USHL,90801/david-goodwin,F,2012,20.550000,58,21,28,49,0.844828,2,2,115,0,1,1992-02-27,DY+2,L,No,0.000000,0
USHL,90801/david-goodwin,F,2013,21.550000,64,13,30,43,0.671875,3,3,179,0,1,1992-02-27,DY+3,L,No,0.000000,0
USHL,90802/sam-herr,F,2011,18.922222,57,10,13,23,0.403509,1,1,57,0,0,1992-10-13,DY,L,No,0.000000,0
USHL,90802/sam-herr,F,2012,19.922222,55,30,26,56,1.018182,2,2,112,0,0,1992-10-13,DY+1,L,No,0.000000,0
USHL,90803/nikita-sirotkin,F,2011,17.802778,32,4,4,8,0.250000,1,1,32,0,0,1993-11-26,DY-1,L,No,0.000000,0
USHL,90803/nikita-sirotkin,F,2012,18.802778,55,9,15,24,0.436364,2,2,87,0,0,1993-11-26,DY,L,No,0.000000,0
USHL,90804/nolan-laporte,F,2011,19.363889,54,9,11,20,0.370370,1,1,54,0,0,1992-05-04,DY+1,R,No,0.000000,0
USHL,90804/nolan-laporte,F,2012,20.363889,57,36,34,70,1.228070,2,2,111,0,0,1992-05-04,DY+2,R,No,0.000000,0
WHL,9082/blair-betts,F,1997,17.580556,58,12,18,30,0.517241,1,1,58,0,1,1980-02-16,DY-1,L,Yes,0.163522,477
WHL,9082/blair-betts,F,1998,18.580556,71,35,41,76,1.070423,2,2,129,0,1,1980-02-16,DY,L,Yes,0.163522,477
WHL,9082/blair-betts,F,1999,19.580556,42,20,22,42,1.000000,3,3,171,0,1,1980-02-16,DY+1,L,Yes,0.163522,477
WHL,9082/blair-betts,F,2000,20.580556,44,24,35,59,1.340909,4,4,215,0,1,1980-02-16,DY+2,L,Yes,0.163522,477
WHL,9084/derek-boogaard,F,2001,19.227778,61,1,8,9,0.150000,1,1,61,0,1,1982-06-23,DY+1,L,Yes,0.057762,277
WHL,9084/derek-boogaard,F,2002,20.227778,48,1,8,9,0.190000,2,2,109,0,1,1982-06-23,DY+2,L,Yes,0.057762,277
WHL,9084/derek-boogaard,F,2003,21.227778,27,1,2,3,0.110000,3,3,136,0,1,1982-06-23,DY+3,L,Yes,0.057762,277
QMJHL,9086/pierre-marc-bouchard,F,2001,17.383333,67,38,57,95,1.417910,1,1,67,0,0,1984-04-27,DY-1,L,Yes,0.600337,593
QMJHL,9086/pierre-marc-bouchard,F,2002,18.383333,69,46,94,140,2.028986,2,2,136,0,0,1984-04-27,DY,L,Yes,0.600337,593
USHL,90896/alex-broadhurst,F,2011,18.522222,55,13,20,33,0.600000,1,1,55,0,1,1993-03-07,DY,L,Yes,0.000000,2
USHL,90896/alex-broadhurst,F,2012,19.522222,53,26,47,73,1.377358,2,2,108,0,1,1993-03-07,DY+1,L,Yes,0.000000,2
OHL,90896/alex-broadhurst,F,2013,20.522222,65,24,40,64,0.984615,3,3,173,0,1,1993-03-07,DY+2,L,Yes,0.000000,2
USHL,90898/kyle-novak,F,2012,19.922222,59,17,34,51,0.864407,1,1,59,0,0,1992-10-13,DY+1,R,No,0.000000,0
USHL,90898/kyle-novak,F,2013,20.922222,64,27,50,77,1.203125,2,2,123,0,0,1992-10-13,DY+2,R,No,0.000000,0
QMJHL,90899/vladislav-shalimov,F,2012,18.977778,60,10,20,30,0.500000,1,1,60,1,0,1993-09-23,DY,R,No,0.000000,0
USHL,90900/nolan-gluchowski,D,2013,19.641667,48,8,11,19,0.395833,1,1,48,0,0,1994-01-24,DY+1,R,No,0.000000,0
USHL,90900/nolan-gluchowski,D,2014,20.641667,56,3,21,24,0.428571,2,2,104,0,0,1994-01-24,DY+2,R,No,0.000000,0
USHL,90902/christian-heil,F,2012,18.472222,55,8,11,19,0.345455,1,1,55,0,0,1994-03-25,DY,L,No,0.000000,0
USHL,90902/christian-heil,F,2013,19.472222,47,21,8,29,0.617021,2,2,102,0,0,1994-03-25,DY+1,L,No,0.000000,0
USHL,90903/charlie-o-connor,F,2012,19.477778,58,10,19,29,0.500000,1,1,58,0,0,1993-03-23,DY+1,R,No,0.000000,0
USHL,90903/charlie-o-connor,F,2013,20.477778,53,13,21,34,0.641509,2,2,111,0,0,1993-03-23,DY+2,R,No,0.000000,0
USHL,90904/tyler-murray,F,2012,19.594444,8,1,1,2,0.250000,1,0,8,1,0,1993-02-11,DY+1,R,No,0.000000,0
WHL,9091/johnny-boychuk,D,2001,17.655556,66,4,8,12,0.181818,1,1,66,0,1,1984-01-19,DY-1,R,Yes,0.295008,661
WHL,9091/johnny-boychuk,D,2002,18.655556,70,8,32,40,0.571429,2,2,136,0,1,1984-01-19,DY,R,Yes,0.295008,661
WHL,9091/johnny-boychuk,D,2003,19.655556,67,13,35,48,0.716418,3,3,203,0,1,1984-01-19,DY+1,R,Yes,0.295008,661
WHL,9091/johnny-boychuk,D,2004,20.655556,62,13,20,33,0.532258,4,4,265,0,1,1984-01-19,DY+2,R,Yes,0.295008,661
OHL,9092/brad-boyes,F,1999,17.411111,59,24,36,60,1.016949,1,1,59,0,1,1982-04-17,DY-1,R,Yes,0.614355,822
OHL,9092/brad-boyes,F,2000,18.411111,68,36,46,82,1.205882,2,2,127,0,1,1982-04-17,DY,R,Yes,0.614355,822
OHL,9092/brad-boyes,F,2001,19.411111,59,45,45,90,1.525424,3,3,186,0,1,1982-04-17,DY+1,R,Yes,0.614355,822
OHL,9092/brad-boyes,F,2002,20.411111,47,36,41,77,1.638298,4,4,233,0,1,1982-04-17,DY+2,R,Yes,0.614355,822
USHL,90967/willie-corrin,D,2011,20.122222,51,1,9,10,0.196078,1,1,51,0,0,1991-08-01,DY+2,L,No,0.000000,0
USHL,90967/willie-corrin,D,2012,21.122222,60,3,23,26,0.433333,2,2,111,0,0,1991-08-01,DY+3,L,No,0.000000,0
USHL,90968/jakob-batcha,F,2011,18.669444,18,1,0,1,0.055556,1,0,18,1,0,1993-01-14,DY,-,No,0.000000,0
USHL,90969/nate-arentz,F,2011,17.211111,55,4,4,8,0.145455,1,1,55,0,1,1994-06-29,DY-1,L,No,0.000000,0
USHL,90969/nate-arentz,F,2012,18.211111,54,10,12,22,0.407407,2,2,109,0,1,1994-06-29,DY,L,No,0.000000,0
